75,4 100 
75,4 2
75,4 2180
75,4 10
2042,31 25 
2067,51 75 
3285,04 72 
3586,23 70 
5243,14 80 
6265,76 250 
6292,03 101 
8292,73 100 
8292,73 2
8292,73 2180
8292,73 10
8292,73 25 
8372,28 75 
9581,56 72 
9651,18 70 
11170,27 80 
11944,45 250 
11969,37 101 
13982,64 100 
13982,64 2
13982,64 2180
13982,64 10
13982,64 25 
14036,29 75 
15254,08 72 
15315,49 70 
16833,82 80 
17900,62 83 
17964,67 64 64
18227,47 74 232
18227,47 63 232
18751,56 151 
18780,61 69 
20791,83 93 
20808,07 103 
20808,07 101 
22831,7 100 
22831,7 2
22831,7 2180
22831,7 10
24818,2 25 
24845,22 75 
26064,91 72 
26137,78 70 
27652,82 80 
28647,09 250 
28669,12 101 
30682,42 100 
30682,42 2
30682,42 2180
30682,42 10
30682,42 25 
30738,78 75 
31952,87 72 
32015,28 70 
33536,8 80 
34637,48 250 
34653,32 101 
36666,77 100 
36666,77 2
36666,77 2180
36666,77 10
36666,77 25 
36721,28 75 
37932,8 72 
37999,47 70 
39515,21 80 
40877,85 83 
41113,69 64 236
41806,66 74 674
41806,66 62 674
43333,7 151 
43358,64 69 
43766,5 249 
44017,38 182 
44274,71 93 
44302,8 103 
44302,8 101 
46331,46 100 
46331,46 2
46331,46 2180
46331,46 11
48315,09 25 
48342,37 75 
49552,17 72 
49621,31 70 
51135,59 80 
51500,1 83 
52132,17 64 632
52325,23 74 171
52325,23 61 171
53351,02 151 
53381,21 69 
54091,66 93 
54112,05 103 
54112,05 101 
56144,24 100 
56144,24 2
56144,24 2180
56144,24 11
58124,38 25 
58151,36 75 
59363,64 72 
59430,58 70 
60947,52 80 
61309,63 83 
61963,51 64 655
62461,12 74 472
62461,12 63 472
63482,4 150 
63508,76 68 
65025,91 92 
65025,91 65 
65067,51 103 
65067,51 101 
65593,55 100 
65593,55 2
65593,55 2180
65593,55 10
67573,89 25 
67588,07 75 
68803,03 72 
68866,83 70 
70380,08 80 
71536,26 250 
71558,06 101 
73558,19 100 
73558,19 2
73558,19 2180
73558,19 10
73558,19 25 
73626,38 75 
74842,54 72 
74917,63 70 
76438,45 80 
77605,91 250 
77622,24 101 
79635,49 100 
79635,49 2
79635,49 2180
79635,49 10
79635,49 25 
79717,48 75 
80934,12 72 
80994,99 70 
82519,26 80 
83668,98 250 
83686,44 101 
85699,64 100 
85699,64 2
85699,64 2180
85699,64 10
85699,64 25 
85979,87 75 
87190,89 72 
87259,08 70 
88775,06 80 
90137,55 83 
91444,85 64 1308
91961,78 74 492
91961,78 61 492
93479,62 150 
93511,23 68 
94223,45 92 
94223,45 65 
94255,45 103 
94255,45 101 
94782,16 100 
94782,16 2
94782,16 2180
94782,16 11
96761,8 25 
96789 75 
98004,19 72 
98067,95 70 
99583,16 80 
100639,82 83 
101054,8 64 415
101424,53 74 346
101424,53 62 346
101951,2 151 
101974,47 69 
102459,33 249 
104441,09 182 
104755,13 93 
104784,42 103 
104784,42 101 
106818,69 100 
106818,69 2
106818,69 2180
106818,69 10
108796,77 25 
108824,01 75 
110034,14 72 
110102,97 70 
111613,74 80 
112674,81 83 
113002,37 64 327
113254,97 74 234
113254,97 63 234
113781,65 151 
113809,51 69 
114721,49 93 
114740,31 103 
114740,31 101 
116780,24 100 
116780,24 2
116780,24 2180
116780,24 11
118766 25 
118793,5 75 
120012,13 72 
120085,56 70 
121602,96 80 
121950,97 83 
122544,72 64 594
122881,09 74 304
122881,09 61 304
124398,12 153 
124431,77 68 
126445,01 92 
126445,01 65 
126482,14 103 
126482,14 101 
127007,99 100 
127007,99 2
127007,99 2180
127007,99 11
128988,45 25 
129015,74 75 
130231,43 72 
130294,88 70 
131814,32 80 
133186,41 83 
133688,79 64 503
